date,revenue,day_of_week,day_of_year,month,year,is_weekend,is_holiday,promotion_active,promotion_effect,weather_score,economic_index,competitor_activity
2020-07-30,26536.708508012747,3,212,7,2020,0,0,0,1.0,64.12362776434267,60.36510209617029,0.11247387133961406
2020-07-31,24159.916272099676,4,213,7,2020,0,0,0,1.0,56.163847232522464,53.11073775039419,0.11516709296502642
2020-08-01,23319.827832814648,5,214,8,2020,1,0,0,1.0,94.23063534204162,55.13281887141496,0.07432026927065744
2020-08-02,17574.12939595199,6,215,8,2020,1,0,0,1.0,65.1651929618299,57.689255702185285,0.2872058754825803
2020-08-03,21678.10698355524,0,216,8,2020,0,0,0,1.0,88.25737781238244,47.83939319165056,0.5503269646536351
2020-08-04,19530.605714321442,1,217,8,2020,0,0,0,1.0,92.81974077883677,55.32626360476519,0.565200800183899
2020-08-05,23813.75657583,2,218,8,2020,0,0,0,1.0,84.9746634722194,51.63439728523206,0.03842136370803945
2020-08-06,19241.597814207355,3,219,8,2020,0,0,0,1.0,63.52569530922928,57.220155245945485,0.41547856779153014
2020-08-07,20558.6623781757,4,220,8,2020,0,0,0,1.0,76.05595135504915,42.36386289824252,0.2674486111070242
2020-08-08,24189.680134853257,5,221,8,2020,1,0,0,1.0,69.63706590413626,52.51822712893064,0.05829448955545912
2020-08-09,13667.895952026862,6,222,8,2020,1,0,0,1.0,56.44447208904808,50.01329398135417,0.01393103520704969
2020-08-10,24853.900137083765,0,223,8,2020,0,0,0,1.0,74.86538922582405,55.202410643581736,0.06239420625265701
2020-08-11,15108.094909487287,1,224,8,2020,0,0,0,1.0,52.31440313260296,55.405015457388956,0.4865575191486424
2020-08-12,21055.17918874276,2,225,8,2020,0,0,0,1.0,87.81519082692346,49.5303636765748,0.2005760804111597
2020-08-13,21988.956477223208,3,226,8,2020,0,0,0,1.0,63.03074054052411,49.5213224599417,0.25534788671034514
2020-08-14,22365.066717679507,4,227,8,2020,0,0,0,1.0,73.01739483809259,52.542563568172255,0.05945286077775367
2020-08-15,14334.76449198091,5,228,8,2020,1,0,0,1.0,74.24931807319213,48.62637790451985,0.25415658022768484
2020-08-16,16704.755147189906,6,229,8,2020,1,0,0,1.0,66.11642539443883,57.33320614849351,0.0057048977588851696
2020-08-17,23464.368380294654,0,230,8,2020,0,0,0,1.0,78.80040702212912,51.29095029913263,0.09410358294093134
2020-08-18,16833.075143122856,1,231,8,2020,0,0,0,1.0,62.876445150662136,38.615743834898645,0.19710316278308415
2020-08-19,22937.66432444009,2,232,8,2020,0,0,0,1.0,83.06945946185866,51.290273278534805,0.03158743319826317
2020-08-20,17313.381640991935,3,233,8,2020,0,0,0,1.0,49.81030479629877,47.98536308756096,0.3463251482455345
2020-08-21,18862.92615877476,4,234,8,2020,0,0,0,1.0,71.89569369319618,45.03540174461308,0.05358407189444253
2020-08-22,22411.195385861178,5,235,8,2020,1,0,0,1.0,99.08393498587427,47.01834626094193,0.21127218422110558
